"","Year","StockKeyLabel","AssessmentKey","AssessmentComponent","F","SSB","fishingPressureDescription","stockSizeDescription","landings","catches","discards","AssessmentYear","Flim","Fpa","Bpa","Blim","FMSY","MSYBtrigger","Ecoregion"
"10528",1992,"pok.27.5b",19288,NA,0.568,64841,"F","SSB",36487,36487,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10529",1993,"pok.27.5b",19288,NA,0.482,62953,"F","SSB",33543,33543,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10530",1994,"pok.27.5b",19288,NA,0.44,61431,"F","SSB",33182,33182,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10531",1995,"pok.27.5b",19288,NA,0.442,59491,"F","SSB",27209,27209,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10532",1996,"pok.27.5b",19288,NA,0.348,48864,"F","SSB",20029,20029,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10533",1997,"pok.27.5b",19288,NA,0.338,54016,"F","SSB",22306,22306,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10534",1998,"pok.27.5b",19288,NA,0.338,63264,"F","SSB",26421,26421,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10535",1999,"pok.27.5b",19288,NA,0.352,77463,"F","SSB",33207,33207,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10536",2000,"pok.27.5b",19288,NA,0.357,89666,"F","SSB",39020,39020,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10537",2001,"pok.27.5b",19288,NA,0.487,94510,"F","SSB",51786,51786,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10538",2002,"pok.27.5b",19288,NA,0.43,98731,"F","SSB",53546,53546,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10539",2003,"pok.27.5b",19288,NA,0.391,105746,"F","SSB",46555,46555,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10540",2004,"pok.27.5b",19288,NA,0.403,115990,"F","SSB",46355,46355,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10541",2005,"pok.27.5b",19288,NA,0.416,111526,"F","SSB",67967,67967,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10542",2006,"pok.27.5b",19288,NA,0.496,105212,"F","SSB",68465,68465,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10543",2007,"pok.27.5b",19288,NA,0.513,91567,"F","SSB",62352,62352,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10544",2008,"pok.27.5b",19288,NA,0.558,83102,"F","SSB",59243,59243,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10545",2009,"pok.27.5b",19288,NA,0.586,73891,"F","SSB",59557,59557,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10546",2010,"pok.27.5b",19288,NA,0.629,58084,"F","SSB",45441,45441,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10547",2011,"pok.27.5b",19288,NA,0.539,44477,"F","SSB",30083,30083,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10548",2012,"pok.27.5b",19288,NA,0.566,40593,"F","SSB",35448,35448,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10549",2013,"pok.27.5b",19288,NA,0.52,38127,"F","SSB",26539,26539,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10550",2014,"pok.27.5b",19288,NA,0.503,42205,"F","SSB",24103,24103,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10551",2015,"pok.27.5b",19288,NA,0.604,41218,"F","SSB",25899,25899,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10552",2016,"pok.27.5b",19288,NA,0.534,42309,"F","SSB",29672,29672,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10553",2017,"pok.27.5b",19288,NA,0.436,51749,"F","SSB",30852,30852,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10554",2018,"pok.27.5b",19288,NA,0.42,52558,"F","SSB",24046,24046,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10555",2019,"pok.27.5b",19288,NA,0.388,48630,"F","SSB",21179,21179,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10556",2020,"pok.27.5b",19288,NA,0.323,50139,"F","SSB",22920,22920,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10557",2021,"pok.27.5b",19288,NA,0.303,52573,"F","SSB",17306,17306,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10558",2022,"pok.27.5b",19288,NA,0.295,53663,"F","SSB",16119,16119,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10559",2023,"pok.27.5b",19288,NA,0.281,53753,"F","SSB",14347,14347,NA,2024,0.98,0.62,36412,24990,0.38,36412,"Iceland"
"10560",1959,"cod.27.5b1",19290,NA,0.491,48410,"F","SSB",22415,22415,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10561",1960,"cod.27.5b1",19290,NA,0.706,53347,"F","SSB",32255,32255,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10562",1961,"cod.27.5b1",19290,NA,0.62,45591,"F","SSB",21598,21598,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10563",1962,"cod.27.5b1",19290,NA,0.56,42542,"F","SSB",20967,20967,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10564",1963,"cod.27.5b1",19290,NA,0.501,48476,"F","SSB",22215,22215,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10565",1964,"cod.27.5b1",19290,NA,0.496,54498,"F","SSB",21078,21078,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10566",1965,"cod.27.5b1",19290,NA,0.506,54220,"F","SSB",24212,24212,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10567",1966,"cod.27.5b1",19290,NA,0.507,55242,"F","SSB",20418,20418,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10568",1967,"cod.27.5b1",19290,NA,0.472,67241,"F","SSB",23562,23562,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10569",1968,"cod.27.5b1",19290,NA,0.448,76939,"F","SSB",29930,29930,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10570",1969,"cod.27.5b1",19290,NA,0.501,79392,"F","SSB",32371,32371,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10571",1970,"cod.27.5b1",19290,NA,0.394,77494,"F","SSB",24183,24183,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10572",1971,"cod.27.5b1",19290,NA,0.398,59346,"F","SSB",23010,23010,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10573",1972,"cod.27.5b1",19290,NA,0.331,53788,"F","SSB",18727,18727,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10574",1973,"cod.27.5b1",19290,NA,0.326,74912,"F","SSB",22228,22228,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10575",1974,"cod.27.5b1",19290,NA,0.332,90003,"F","SSB",24581,24581,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10576",1975,"cod.27.5b1",19290,NA,0.421,104840,"F","SSB",36775,36775,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10577",1976,"cod.27.5b1",19290,NA,0.502,113364,"F","SSB",39799,39799,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10578",1977,"cod.27.5b1",19290,NA,0.622,109019,"F","SSB",34927,34927,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10579",1978,"cod.27.5b1",19290,NA,0.459,75381,"F","SSB",26585,26585,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10580",1979,"cod.27.5b1",19290,NA,0.459,64287,"F","SSB",23112,23112,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10581",1980,"cod.27.5b1",19290,NA,0.436,56486,"F","SSB",20513,20513,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10582",1981,"cod.27.5b1",19290,NA,0.463,60176,"F","SSB",22963,22963,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10583",1982,"cod.27.5b1",19290,NA,0.45,62485,"F","SSB",21489,21489,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10584",1983,"cod.27.5b1",19290,NA,0.69,97535,"F","SSB",38133,38133,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10585",1984,"cod.27.5b1",19290,NA,0.545,114122,"F","SSB",36979,36979,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10586",1985,"cod.27.5b1",19290,NA,0.726,83017,"F","SSB",39484,39484,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10587",1986,"cod.27.5b1",19290,NA,0.608,74000,"F","SSB",34595,34595,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10588",1987,"cod.27.5b1",19290,NA,0.486,61982,"F","SSB",21391,21391,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10589",1988,"cod.27.5b1",19290,NA,0.621,53864,"F","SSB",23182,23182,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10590",1989,"cod.27.5b1",19290,NA,0.797,38285,"F","SSB",22068,22068,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10591",1990,"cod.27.5b1",19290,NA,0.675,29685,"F","SSB",13692,13692,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10592",1991,"cod.27.5b1",19290,NA,0.505,21807,"F","SSB",8750,8750,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10593",1992,"cod.27.5b1",19290,NA,0.402,17735,"F","SSB",6396,6396,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10594",1993,"cod.27.5b1",19290,NA,0.27,30132,"F","SSB",6107,6107,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10595",1994,"cod.27.5b1",19290,NA,0.253,64296,"F","SSB",9046,9046,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10596",1995,"cod.27.5b1",19290,NA,0.358,62916,"F","SSB",23045,23045,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10597",1996,"cod.27.5b1",19290,NA,0.678,84231,"F","SSB",40422,40422,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10598",1997,"cod.27.5b1",19290,NA,0.805,78128,"F","SSB",34304,34304,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10599",1998,"cod.27.5b1",19290,NA,0.666,52395,"F","SSB",24005,24005,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10600",1999,"cod.27.5b1",19290,NA,0.582,41416,"F","SSB",19245,19245,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10601",2000,"cod.27.5b1",19290,NA,0.429,42229,"F","SSB",21833,21833,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10602",2001,"cod.27.5b1",19290,NA,0.463,57975,"F","SSB",28577,28577,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10603",2002,"cod.27.5b1",19290,NA,0.769,57844,"F","SSB",38834,38834,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10604",2003,"cod.27.5b1",19290,NA,0.746,43352,"F","SSB",25167,25167,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10605",2004,"cod.27.5b1",19290,NA,0.643,27263,"F","SSB",12840,12840,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10606",2005,"cod.27.5b1",19290,NA,0.61,22912,"F","SSB",10119,10119,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10607",2006,"cod.27.5b1",19290,NA,0.602,19368,"F","SSB",9844,9844,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10608",2007,"cod.27.5b1",19290,NA,0.487,16531,"F","SSB",7511,7511,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10609",2008,"cod.27.5b1",19290,NA,0.487,19637,"F","SSB",7315,7315,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10610",2009,"cod.27.5b1",19290,NA,0.539,19944,"F","SSB",9979,9979,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10611",2010,"cod.27.5b1",19290,NA,0.675,21657,"F","SSB",12762,12762,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10612",2011,"cod.27.5b1",19290,NA,0.562,19597,"F","SSB",9692,9692,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10613",2012,"cod.27.5b1",19290,NA,0.586,17750,"F","SSB",7205,7205,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10614",2013,"cod.27.5b1",19290,NA,0.351,17888,"F","SSB",4473,4473,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10615",2014,"cod.27.5b1",19290,NA,0.394,18724,"F","SSB",5711,5711,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10616",2015,"cod.27.5b1",19290,NA,0.491,18379,"F","SSB",7328,7328,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10617",2016,"cod.27.5b1",19290,NA,0.409,22203,"F","SSB",5876,5876,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10618",2017,"cod.27.5b1",19290,NA,0.325,24315,"F","SSB",5360,5360,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10619",2018,"cod.27.5b1",19290,NA,0.573,29531,"F","SSB",12214,12214,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10620",2019,"cod.27.5b1",19290,NA,1.048,28632,"F","SSB",20609,20609,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10621",2020,"cod.27.5b1",19290,NA,0.933,15463,"F","SSB",9748,9748,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10622",2021,"cod.27.5b1",19290,NA,0.656,11236,"F","SSB",5412,5412,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10623",2022,"cod.27.5b1",19290,NA,0.627,10504,"F","SSB",4656,4656,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10624",2023,"cod.27.5b1",19290,NA,0.395,10792,"F","SSB",3720,3720,NA,2024,1.47,0.69,24739,17803,0.37,24739,"Iceland"
"10625",1947,"her.27.3a47d",19293,NA,0.134,5043436,"F","SSB",NA,581760,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10626",1948,"her.27.3a47d",19293,NA,0.12,4305462,"F","SSB",NA,502100,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10627",1949,"her.27.3a47d",19293,NA,0.146,3908648,"F","SSB",NA,508500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10628",1950,"her.27.3a47d",19293,NA,0.154,3675771,"F","SSB",NA,491700,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10629",1951,"her.27.3a47d",19293,NA,0.205,3256018,"F","SSB",NA,600400,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10630",1952,"her.27.3a47d",19293,NA,0.228,3081452,"F","SSB",NA,664400,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10631",1953,"her.27.3a47d",19293,NA,0.242,2861065,"F","SSB",NA,698500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10632",1954,"her.27.3a47d",19293,NA,0.29,2615097,"F","SSB",NA,762900,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10633",1955,"her.27.3a47d",19293,NA,0.261,2627773,"F","SSB",NA,806400,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10634",1956,"her.27.3a47d",19293,NA,0.258,2538717,"F","SSB",NA,675200,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10635",1957,"her.27.3a47d",19293,NA,0.279,2303462,"F","SSB",NA,682900,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10636",1958,"her.27.3a47d",19293,NA,0.256,1956200,"F","SSB",NA,670500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10637",1959,"her.27.3a47d",19293,NA,0.307,2848808,"F","SSB",NA,784500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10638",1960,"her.27.3a47d",19293,NA,0.253,2457492,"F","SSB",NA,696200,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10639",1961,"her.27.3a47d",19293,NA,0.28,2471470,"F","SSB",NA,696700,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10640",1962,"her.27.3a47d",19293,NA,0.321,1726645,"F","SSB",NA,627800,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10641",1963,"her.27.3a47d",19293,NA,0.191,2738677,"F","SSB",NA,716000,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10642",1964,"her.27.3a47d",19293,NA,0.297,2486856,"F","SSB",NA,871200,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10643",1965,"her.27.3a47d",19293,NA,0.536,1970172,"F","SSB",NA,1168800,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10644",1966,"her.27.3a47d",19293,NA,0.5,1576884,"F","SSB",NA,895500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10645",1967,"her.27.3a47d",19293,NA,0.696,951918,"F","SSB",NA,695500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10646",1968,"her.27.3a47d",19293,NA,1.086,519484,"F","SSB",NA,717800,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10647",1969,"her.27.3a47d",19293,NA,0.891,474781,"F","SSB",NA,546700,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10648",1970,"her.27.3a47d",19293,NA,0.965,453541,"F","SSB",NA,563100,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10649",1971,"her.27.3a47d",19293,NA,1.428,285369,"F","SSB",NA,520100,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10650",1972,"her.27.3a47d",19293,NA,0.624,326826,"F","SSB",NA,497500,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10651",1973,"her.27.3a47d",19293,NA,0.952,277562,"F","SSB",NA,484000,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10652",1974,"her.27.3a47d",19293,NA,0.91,190734,"F","SSB",NA,275100,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10653",1975,"her.27.3a47d",19293,NA,1.199,104811,"F","SSB",NA,312800,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10654",1976,"her.27.3a47d",19293,NA,0.884,142578,"F","SSB",NA,174800,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10655",1977,"her.27.3a47d",19293,NA,0.337,108813,"F","SSB",NA,46000,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10656",1978,"her.27.3a47d",19293,NA,0.232,135431,"F","SSB",NA,11000,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10657",1979,"her.27.3a47d",19293,NA,0.192,183613,"F","SSB",NA,25100,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10658",1980,"her.27.3a47d",19293,NA,0.169,206352,"F","SSB",NA,70764,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10659",1981,"her.27.3a47d",19293,NA,0.256,265559,"F","SSB",NA,174879,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10660",1982,"her.27.3a47d",19293,NA,0.195,376610,"F","SSB",NA,275079,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10661",1983,"her.27.3a47d",19293,NA,0.276,538518,"F","SSB",NA,387202,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10662",1984,"her.27.3a47d",19293,NA,0.362,884344,"F","SSB",NA,428631,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10663",1985,"her.27.3a47d",19293,NA,0.462,974543,"F","SSB",NA,613780,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10664",1986,"her.27.3a47d",19293,NA,0.427,1012673,"F","SSB",NA,671488,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10665",1987,"her.27.3a47d",19293,NA,0.405,1191258,"F","SSB",NA,792058,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10666",1988,"her.27.3a47d",19293,NA,0.392,1509394,"F","SSB",NA,887686,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10667",1989,"her.27.3a47d",19293,NA,0.377,1583265,"F","SSB",NA,787899,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10668",1990,"her.27.3a47d",19293,NA,0.295,1724840,"F","SSB",NA,645229,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10669",1991,"her.27.3a47d",19293,NA,0.317,1539063,"F","SSB",NA,658008,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10670",1992,"her.27.3a47d",19293,NA,0.378,1167241,"F","SSB",NA,716799,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10671",1993,"her.27.3a47d",19293,NA,0.443,828560,"F","SSB",NA,671397,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10672",1994,"her.27.3a47d",19293,NA,0.438,881590,"F","SSB",NA,568234,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10673",1995,"her.27.3a47d",19293,NA,0.408,905373,"F","SSB",NA,579371,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10674",1996,"her.27.3a47d",19293,NA,0.202,1061422,"F","SSB",NA,275098,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10675",1997,"her.27.3a47d",19293,NA,0.189,1234946,"F","SSB",NA,264313,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10676",1998,"her.27.3a47d",19293,NA,0.227,1426692,"F","SSB",NA,391628,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10677",1999,"her.27.3a47d",19293,NA,0.208,1512251,"F","SSB",NA,363163,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10678",2000,"her.27.3a47d",19293,NA,0.216,1540798,"F","SSB",NA,388157,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10679",2001,"her.27.3a47d",19293,NA,0.183,1915648,"F","SSB",NA,374065,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10680",2002,"her.27.3a47d",19293,NA,0.171,2375250,"F","SSB",NA,394709,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10681",2003,"her.27.3a47d",19293,NA,0.197,2348556,"F","SSB",NA,482281,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10682",2004,"her.27.3a47d",19293,NA,0.245,2313239,"F","SSB",NA,587698,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10683",2005,"her.27.3a47d",19293,NA,0.293,2095051,"F","SSB",NA,663813,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10684",2006,"her.27.3a47d",19293,NA,0.252,1707215,"F","SSB",NA,514597,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10685",2007,"her.27.3a47d",19293,NA,0.229,1357448,"F","SSB",NA,406482,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10686",2008,"her.27.3a47d",19293,NA,0.139,1442678,"F","SSB",NA,257870,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10687",2009,"her.27.3a47d",19293,NA,0.073,1788991,"F","SSB",NA,168443,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10688",2010,"her.27.3a47d",19293,NA,0.079,1901356,"F","SSB",NA,187611,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10689",2011,"her.27.3a47d",19293,NA,0.102,2244944,"F","SSB",NA,226478,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10690",2012,"her.27.3a47d",19293,NA,0.184,2294310,"F","SSB",NA,434710,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10691",2013,"her.27.3a47d",19293,NA,0.217,2098364,"F","SSB",NA,511416,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10692",2014,"her.27.3a47d",19293,NA,0.21,2065880,"F","SSB",NA,517356,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10693",2015,"her.27.3a47d",19293,NA,0.218,1912355,"F","SSB",NA,494099,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10694",2016,"her.27.3a47d",19293,NA,0.237,2195134,"F","SSB",NA,563610,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10695",2017,"her.27.3a47d",19293,NA,0.197,2043992,"F","SSB",NA,498437,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10696",2018,"her.27.3a47d",19293,NA,0.224,1833544,"F","SSB",NA,603536,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10697",2019,"her.27.3a47d",19293,NA,0.19,1587379,"F","SSB",NA,442138,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10698",2020,"her.27.3a47d",19293,NA,0.194,1525521,"F","SSB",NA,426900,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10699",2021,"her.27.3a47d",19293,NA,0.186,1462333,"F","SSB",NA,365356,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10700",2022,"her.27.3a47d",19293,NA,0.222,1675352,"F","SSB",NA,462247,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10701",2023,"her.27.3a47d",19293,NA,0.232,1519404,"F","SSB",NA,419767,NA,2024,0.58,0.32,1049521,828874,0.33,1049521,"Greater North Sea"
"10702",1965,"cod.27.5b2",19294,NA,NA,NA,"F","B_index",NA,2341,NA,2024,NA,NA,NA,NA,NA,8,"Iceland"
