StockKeyLabel,ICES_Area
ple.27.5a,27.5.a.2
agn-nea,27.7.a
alf-comb,27.7.a
arg-comb,27.7.a
arg-oth,27.7.a
bli-5b67,27.7.a
bli-comb,27.7.a
bsh-nea,27.7.a
boc-nea,27.7.a
bsf-comb,27.7.a
bsf-nrtn,27.7.a
bsk-nea,27.7.a
bss-comb,27.7.a
cod-iris,27.7.a
cyo-nea,27.7.a
czs-comb,27.7.a
dgs-nea,27.7.a
ele-nea,27.7.a
gag-nea,27.7.a
gfb-comb,27.7.a
gug-celt,27.7.a
gug-comb,27.7.a
guq-nea,27.7.a
had-iris,27.7.a
her-irls,27.7.a
her-nirs,27.7.a
hke-nrtn,27.7.a
hom-west,27.7.a
lin-comb,27.7.a
lin-oth,27.7.a
mac-nea,27.7.a
mut-comb,27.7.a
mut-west,27.7.a
nep-14,27.7.a
nep-15,27.7.a
nep-19,27.7.a
ory-comb,27.7.a
ple-iris,27.7.a
pol-celt,27.7.a
por-nea,27.7.a
raj-celt,27.7.a
rjb-celt,27.7.a
rjc-7afg,27.7.a
rjf-celt,27.7.a
rjh-7afg,27.7.a
rji-celt,27.7.a
rjm-7afg,27.7.a
rjn-celt,27.7.a
rng-5b67,27.7.a
rng-comb,27.7.a
sal-nea,27.7.a
sar-78,27.7.a
sbr-678,27.7.a
sbr-comb,27.7.a
sck-nea,27.7.a
sma-nea,27.7.a
skx-67-d,27.7.a
sol-iris,27.7.a
spr-celt,27.7.a
syc-celt,27.7.a
trk-nea,27.7.a
usk-oth,27.7.a
whb-comb,27.7.a
whg-iris,27.7.a
bss-47,27.7.a
mur-west,27.7.a
whb-comb-alt,27.7.a
usk-comb,27.7.a
nep-7a,27.7.a
nep-7fgh,27.7.a
rjm-7aeh,27.7.a
sho-celt,27.7.a
syt-celt,27.7.a
rja-nea,27.7.a
gur-comb,27.7.a
bsf-nea,27.7.a
rjn-678abd,27.7.a
qsc-nea,27.7.a
scx-nea,27.7.a
rsg-nea,27.7.a
rhg-nea,27.7.a
arg-rest,27.7.a
tsu-nea,27.7.a
agn.27.nea,27.7.a
alf.27.nea,27.7.a
aru.27.6b7-1012,27.7.a
bli.27.5b67,27.7.a
boc.27.6-8,27.7.a
bsf.27.nea,27.7.a
bsk.27.nea,27.7.a
bss.27.4bc7ad-h,27.7.a
cod.27.7a,27.7.a
cyo.27.nea,27.7.a
dgs.27.nea,27.7.a
gag.27.nea,27.7.a
gfb.27.nea,27.7.a
guq.27.nea,27.7.a
gur.27.3-8,27.7.a
had.27.7a,27.7.a
her.27.irls,27.7.a
her.27.nirs,27.7.a
hke.27.3a46-8abd,27.7.a
hom.27.2a4a5b6a7a-ce-k8,27.7.a
lin.27.3a4a6-91214,27.7.a
mac.27.nea,27.7.a
mur.27.67a-ce-k89a,27.7.a
nep.fu.14,27.7.a
nep.fu.15,27.7.a
nep.fu.19,27.7.a
ory.27.nea,27.7.a
ple.27.7a,27.7.a
pol.27.67,27.7.a
por.27.nea,27.7.a
raj.27.67a-ce-h,27.7.a
rhg.27.nea,27.7.a
rja.27.nea,27.7.a
rjb.27.67a-ce-k,27.7.a
rjc.27.7afg,27.7.a
rjf.27.67,27.7.a
rjh.27.7afg,27.7.a
rji.27.67,27.7.a
rjm.27.7ae-h,27.7.a
rjn.27.678abd,27.7.a
rng.27.5b6712b,27.7.a
pil.27.78abd,27.7.a
sbr.27.6-8,27.7.a
sck.27.nea,27.7.a
sho.27.67,27.7.a
sol.27.7a,27.7.a
spr.27.67a-cf-k,27.7.a
syc.27.67a-ce-j,27.7.a
syt.27.67,27.7.a
sdv.27.nea,27.7.a
tsu.27.nea,27.7.a
usk.27.3a45b6a7-912b,27.7.a
whb.27.1-91214,27.7.a
whg.27.7a,27.7.a
ctl.27.7a-c,27.7.a
sqz.27.7a-c,27.7.a
omz.27.7a-e,27.7.a
oct.27.7,27.7.a
pil.27.7,27.7.a
ank.27.78abd,27.7.a
mon.27.78abd,27.7.a
sqr.27.nea,27.7.a
pok.27.7-10,27.7.a
lin.27.346-91214,27.7.a
raj.27.67a-ce-k,27.7.a
hom.27.2a3a4a5b6a7a-ce-k8,27.7.a
nep.27.7outFU,27.7
nep-oth-7,27.7
pok.27.7-10,27.7
lin.27.346-91214,27.7
mac-nea,27.3.a.21
gur-comb,27.3.a.21
gur.27.3-8,27.3.a.21
mac.27.nea,27.3.a.21
ple.27.21-23,27.3.a.21
sol.27.20-24,27.3.a.21
ctl.27.3a4,27.3.a.21
sqz.27.3a4bc,27.3.a.21
omz.27.3a4bc,27.3.a.21
oct.27.3a4,27.3.a.21
sqr.27.nea,27.3.a.21
spr.27.3a4,27.3.a.21
lin.27.346-91214,27.3.a.21
hom.27.2a3a4a5b6a7a-ce-k8,27.3.a.21
ele.2737.nea,37
cod-wgr,21.1.a
cod.21.1a-e,21.1.a
cod-wgr,21.1.b
cod.21.1a-e,21.1.b
cod-wgr,21.1.c
cod.21.1a-e,21.1.c
cod-wgr,21.1.d
cod.21.1a-e,21.1.d
cod-wgr,21.1.e
cod.21.1a-e,21.1.e
cod-ewgr,21.1
sal-wg,21.1
smn-dp,21.1
smn-sp,21.1
cod-ingr,21.1
cod-offgr,21.1
cod.21.1,21.1
sal.2127.1a-f14,21.1
reb.2127.dp,21.1
reb.2127.sp,21.1
sal-na,21.2
smn-dp,21.2
smn-sp,21.2
sal.21.2-5,21.2
reb.2127.dp,21.2
reb.2127.sp,21.2
lin.27.346-91214,27.12
nep.27.4outFU,27.4
nep-oth-4,27.4
lin.27.346-91214,27.4
ele.2737.nea,27
001.27.test,27
002.27.test,27
003.27.test,27
004.27.test,27
005.27.test,27
006.27.test,27
007.27.test,27
008.27.test,27
agn-nea,27.10.b
alf-comb,27.10.b
arg-comb,27.10.b
arg-oth,27.10.b
bli-comb,27.10.b
bsh-nea,27.10.b
bsf-comb,27.10.b
bsf-oth,27.10.b
bsk-nea,27.10.b
bss-comb,27.10.b
cyo-nea,27.10.b
czs-comb,27.10.b
dgs-nea,27.10.b
ele-nea,27.10.b
gag-nea,27.10.b
gfb-comb,27.10.b
gug-comb,27.10.b
guq-nea,27.10.b
lin-comb,27.10.b
mut-comb,27.10.b
ory-comb,27.10.b
por-nea,27.10.b
raj-mar,27.10.b
rng-1012,27.10.b
rng-comb,27.10.b
sal-nea,27.10.b
sbr-comb,27.10.b
sbr-x,27.10.b
sck-nea,27.10.b
sma-nea,27.10.b
trk-nea,27.10.b
usk-comb,27.10.b
rja-nea,27.10.b
bsf-nea,27.10.b
qsc-nea,27.10.b
scx-nea,27.10.b
thr-nea,27.10.b
rsg-nea,27.10.b
rhg-nea,27.10.b
arg-rest,27.10.b
tsu-nea,27.10.b
agn.27.nea,27.10.b
alf.27.nea,27.10.b
aru.27.6b7-1012,27.10.b
bsf.27.nea,27.10.b
bsk.27.nea,27.10.b
cyo.27.nea,27.10.b
dgs.27.nea,27.10.b
gag.27.nea,27.10.b
gfb.27.nea,27.10.b
guq.27.nea,27.10.b
ory.27.nea,27.10.b
por.27.nea,27.10.b
raj.27.1012,27.10.b
rhg.27.nea,27.10.b
rja.27.nea,27.10.b
rng.27.5a10b12ac14b,27.10.b
sbr.27.10,27.10.b
sck.27.nea,27.10.b
thr.27.nea,27.10.b
sdv.27.nea,27.10.b
tsu.27.nea,27.10.b
pok.27.7-10,27.10.b
agn-nea,27.14.a
alf-comb,27.14.a
arg-comb,27.14.a
arg-icel,27.14.a
arg-oth,27.14.a
bli-5a14,27.14.a
bli-comb,27.14.a
bsh-nea,27.14.a
bsf-comb,27.14.a
bsf-oth,27.14.a
bsk-nea,27.14.a
bss-comb,27.14.a
cap-icel,27.14.a
cod-ewgr,27.14.a
cyo-nea,27.14.a
czs-comb,27.14.a
dgs-nea,27.14.a
ele-nea,27.14.a
gag-nea,27.14.a
gfb-comb,27.14.a
ghl-grn,27.14.a
gug-comb,27.14.a
guq-nea,27.14.a
her-noss,27.14.a
lin-comb,27.14.a
lin-oth,27.14.a
mac-nea,27.14.a
mut-comb,27.14.a
ory-comb,27.14.a
por-nea,27.14.a
rng-comb,27.14.a
rng-oth,27.14.a
sal-nea,27.14.a
sbr-comb,27.14.a
sck-nea,27.14.a
sma-nea,27.14.a
smn-con,27.14.a
smn-dp,27.14.a
smn-sp,27.14.a
smr-5614,27.14.a
trk-nea,27.14.a
usk-icel,27.14.a
whb-comb,27.14.a
smn-5614,27.14.a
whb-comb-alt,27.14.a
her-noss-alt,27.14.a
usk-comb,27.14.a
cod-offgr,27.14.a
rja-nea,27.14.a
bsf-nea,27.14.a
qsc-nea,27.14.a
scx-nea,27.14.a
cod-segr,27.14.a
rsg-nea,27.14.a
rhg-nea,27.14.a
tsu-nea,27.14.a
agn.27.nea,27.14.a
alf.27.nea,27.14.a
aru.27.5a14,27.14.a
bli.27.5a14,27.14.a
bsf.27.nea,27.14.a
bsk.27.nea,27.14.a
cap.27.2a514,27.14.a
cod.2127.1f14,27.14.a
cyo.27.nea,27.14.a
dgs.27.nea,27.14.a
gag.27.nea,27.14.a
gfb.27.nea,27.14.a
ghl.27.561214,27.14.a
guq.27.nea,27.14.a
her.27.1-24a514a,27.14.a
lin.27.3a4a6-91214,27.14.a
mac.27.nea,27.14.a
ory.27.nea,27.14.a
por.27.nea,27.14.a
rhg.27.nea,27.14.a
rja.27.nea,27.14.a
rng.27.1245a8914ab,27.14.a
sck.27.nea,27.14.a
reb.27.5a14,27.14.a
reb.2127.dp,27.14.a
reb.2127.sp,27.14.a
reg.27.561214,27.14.a
sdv.27.nea,27.14.a
tsu.27.nea,27.14.a
usk.27.5a14,27.14.a
whb.27.1-91214,27.14.a
seh.27.125a14,27.14.a
sez.27.2514,27.14.a
lin.27.346-91214,27.14.a
agn-nea,27.4.a
alf-comb,27.4.a
ang-ivvi,27.4.a
arg-comb,27.4.a
arg-oth,27.4.a
bli-comb,27.4.a
bli-oth,27.4.a
bll-nsea,27.4.a
bsh-nea,27.4.a
bsf-comb,27.4.a
bsf-oth,27.4.a
bsk-nea,27.4.a
bss-comb,27.4.a
cod-347d,27.4.a
cyo-nea,27.4.a
czs-comb,27.4.a
dab-nsea,27.4.a
dgs-nea,27.4.a
ele-nea,27.4.a
fle-nsea,27.4.a
gag-nea,27.4.a
gfb-comb,27.4.a
gug-347d,27.4.a
gug-comb,27.4.a
guq-nea,27.4.a
had-34,27.4.a
her-47d3,27.4.a
her-noss,27.4.a
hke-nrtn,27.4.a
hom-west,27.4.a
lem-nsea,27.4.a
lin-comb,27.4.a
lin-oth,27.4.a
mac-nea,27.4.a
meg-4a6a,27.4.a
mut-347d,27.4.a
mut-comb,27.4.a
nep-10,27.4.a
nep-32,27.4.a
nep-7,27.4.a
nep-9,27.4.a
nop-34,27.4.a
ory-comb,27.4.a
pan-flad,27.4.a
pan-sknd,27.4.a
ple-nsea,27.4.a
pol-nsea,27.4.a
por-nea,27.4.a
raj-347d,27.4.a
rjb-347d,27.4.a
rjc-347de,27.4.a
rjm-347d,27.4.a
rjn-347d,27.4.a
rjr-347d,27.4.a
rng-comb,27.4.a
rng-oth,27.4.a
sai-3a46,27.4.a
sal-nea,27.4.a
san-ns3,27.4.a
san-ns4,27.4.a
san-ns5,27.4.a
san-ns7,27.4.a
sbr-comb,27.4.a
sck-nea,27.4.a
sma-nea,27.4.a
skx-347d,27.4.a
sol-nsea,27.4.a
spr-nsea,27.4.a
syc-347d,27.4.a
trk-nea,27.4.a
tur-nsea,27.4.a
usk-oth,27.4.a
whb-comb,27.4.a
whg-47d,27.4.a
wit-nsea,27.4.a
mur-347d,27.4.a
nop-34-june,27.4.a
nop-34-oct,27.4.a
nep-iva2,27.4.a
nop-nsea,27.4.a
hom-nrtn,27.4.a
san-nsea-alt,27.4.a
san-nsea,27.4.a
nep-iva1,27.4.a
nep-iva3,27.4.a
whb-comb-alt,27.4.a
her-noss-alt,27.4.a
usk-comb,27.4.a
meg-scrk,27.4.a
mac-nsea,27.4.a
rjh-4aVI,27.4.a
had-346a,27.4.a
rjb-34,27.4.a
rjc-347d,27.4.a
rjn-34,27.4.a
rjr-234,27.4.a
rja-nea,27.4.a
gur-comb,27.4.a
bsf-nea,27.4.a
qsc-nea,27.4.a
scx-nea,27.4.a
arg-123a4,27.4.a
tsu-nea,27.4.a
agn.27.nea,27.4.a
alf.27.nea,27.4.a
anf.27.3a46,27.4.a
aru.27.123a4,27.4.a
bli.27.nea,27.4.a
bll.27.3a47de,27.4.a
bsf.27.nea,27.4.a
bsk.27.nea,27.4.a
cod.27.47d20,27.4.a
cyo.27.nea,27.4.a
dab.27.3a4,27.4.a
dgs.27.nea,27.4.a
fle.27.3a4,27.4.a
gag.27.nea,27.4.a
gfb.27.nea,27.4.a
gug.27.3a47d,27.4.a
guq.27.nea,27.4.a
gur.27.3-8,27.4.a
had.27.46a20,27.4.a
her.27.3a47d,27.4.a
her.27.1-24a514a,27.4.a
hke.27.3a46-8abd,27.4.a
hom.27.2a4a5b6a7a-ce-k8,27.4.a
lem.27.3a47d,27.4.a
lin.27.3a4a6-91214,27.4.a
mac.27.nea,27.4.a
lez.27.4a6a,27.4.a
mur.27.3a47d,27.4.a
nep.fu.10,27.4.a
nep.fu.32,27.4.a
nep.fu.7,27.4.a
nep.fu.9,27.4.a
nop.27.3a4,27.4.a
ory.27.nea,27.4.a
pra.27.4a,27.4.a
pra.27.3a4a,27.4.a
ple.27.420,27.4.a
pol.27.3a4,27.4.a
por.27.nea,27.4.a
raj.27.3a47d,27.4.a
rja.27.nea,27.4.a
rjb.27.3a4,27.4.a
rjc.27.3a47d,27.4.a
rjh.27.4a6,27.4.a
rjm.27.3a47d,27.4.a
rjn.27.3a4,27.4.a
rjr.27.23a4,27.4.a
rng.27.1245a8914ab,27.4.a
pok.27.3a46,27.4.a
san.sa.3r,27.4.a
san.sa.4,27.4.a
san.sa.5r,27.4.a
san.sa.7r,27.4.a
sck.27.nea,27.4.a
sol.27.4,27.4.a
spr.27.4,27.4.a
syc.27.3a47d,27.4.a
sdv.27.nea,27.4.a
tsu.27.nea,27.4.a
tur.27.4,27.4.a
usk.27.3a45b6a7-912b,27.4.a
whb.27.1-91214,27.4.a
whg.27.47d,27.4.a
wit.27.3a47d,27.4.a
ctl.27.3a4,27.4.a
sqz.27.4a,27.4.a
oct.27.3a4,27.4.a
sqr.27.nea,27.4.a
spr.27.3a4,27.4.a
her-47d,27.4.a
her-47de,27.4.a
her-4ab,27.4.a
coe.27.3a47de,27.4.a
hal.27.3a47de,27.4.a
caa.27.3a47de,27.4.a
lin.27.346-91214,27.4.a
cod.27.46a7d20,27.4.a
hom.27.2a3a4a5b6a7a-ce-k8,27.4.a
agn-nea,27.5.a.1
alf-comb,27.5.a.1
arg-comb,27.5.a.1
arg-icel,27.5.a.1
bli-5a14,27.5.a.1
bli-comb,27.5.a.1
bsh-nea,27.5.a.1
bsf-comb,27.5.a.1
bsf-oth,27.5.a.1
bsk-nea,27.5.a.1
bss-comb,27.5.a.1
cap-icel,27.5.a.1
cod-iceg,27.5.a.1
cyo-nea,27.5.a.1
czs-comb,27.5.a.1
dgs-nea,27.5.a.1
ele-nea,27.5.a.1
gag-nea,27.5.a.1
gfb-comb,27.5.a.1
ghl-grn,27.5.a.1
gug-comb,27.5.a.1
guq-nea,27.5.a.1
had-iceg,27.5.a.1
her-noss,27.5.a.1
her-vasu,27.5.a.1
lin-comb,27.5.a.1
lin-icel,27.5.a.1
mac-nea,27.5.a.1
mut-comb,27.5.a.1
ory-comb,27.5.a.1
por-nea,27.5.a.1
rng-1012,27.5.a.1
rng-comb,27.5.a.1
sai-icel,27.5.a.1
sal-nea,27.5.a.1
sbr-comb,27.5.a.1
sck-nea,27.5.a.1
sma-nea,27.5.a.1
smn-con,27.5.a.1
smn-dp,27.5.a.1
smn-sp,27.5.a.1
smr-5614,27.5.a.1
trk-nea,27.5.a.1
usk-icel,27.5.a.1
whb-comb,27.5.a.1
smn-5614,27.5.a.1
whb-comb-alt,27.5.a.1
her-noss-alt,27.5.a.1
usk-comb,27.5.a.1
rja-nea,27.5.a.1
gur-comb,27.5.a.1
bsf-nea,27.5.a.1
qsc-nea,27.5.a.1
scx-nea,27.5.a.1
rsg-nea,27.5.a.1
rhg-nea,27.5.a.1
tsu-nea,27.5.a.1
agn.27.nea,27.5.a.1
alf.27.nea,27.5.a.1
aru.27.5a14,27.5.a.1
bli.27.5a14,27.5.a.1
bsf.27.nea,27.5.a.1
bsk.27.nea,27.5.a.1
cap.27.2a514,27.5.a.1
cod.27.5a,27.5.a.1
cyo.27.nea,27.5.a.1
dgs.27.nea,27.5.a.1
gag.27.nea,27.5.a.1
gfb.27.nea,27.5.a.1
ghl.27.561214,27.5.a.1
guq.27.nea,27.5.a.1
gur.27.3-8,27.5.a.1
had.27.5a,27.5.a.1
her.27.1-24a514a,27.5.a.1
her.27.5a,27.5.a.1
lin.27.5a,27.5.a.1
mac.27.nea,27.5.a.1
ory.27.nea,27.5.a.1
por.27.nea,27.5.a.1
rhg.27.nea,27.5.a.1
rja.27.nea,27.5.a.1
rng.27.5a10b12ac14b,27.5.a.1
pok.27.5a,27.5.a.1
sck.27.nea,27.5.a.1
reb.27.5a14,27.5.a.1
reb.2127.dp,27.5.a.1
reb.2127.sp,27.5.a.1
reg.27.561214,27.5.a.1
sdv.27.nea,27.5.a.1
tsu.27.nea,27.5.a.1
usk.27.5a14,27.5.a.1
whb.27.1-91214,27.5.a.1
omz.27.56,27.5.a.1
sqr.27.nea,27.5.a.1
seh.27.125a14,27.5.a.1
sez.27.2514,27.5.a.1
caa.27.5a,27.5.a.1
ple.27.5a,27.5.a.1
agn-nea,27.6.a
alf-comb,27.6.a
ang-ivvi,27.6.a
arg-comb,27.6.a
arg-oth,27.6.a
bli-5b67,27.6.a
bli-comb,27.6.a
bsh-nea,27.6.a
boc-nea,27.6.a
bsf-comb,27.6.a
bsf-nrtn,27.6.a
bsk-nea,27.6.a
bss-comb,27.6.a
cod-scow,27.6.a
cyo-nea,27.6.a
czs-comb,27.6.a
dgs-nea,27.6.a
ele-nea,27.6.a
gag-nea,27.6.a
gfb-comb,27.6.a
ghl-grn,27.6.a
gug-celt,27.6.a
gug-comb,27.6.a
guq-nea,27.6.a
had-scow,27.6.a
her-irlw,27.6.a
her-vian,27.6.a
hke-nrtn,27.6.a
hom-west,27.6.a
lin-comb,27.6.a
lin-oth,27.6.a
mac-nea,27.6.a
meg-4a6a,27.6.a
mut-comb,27.6.a
mut-west,27.6.a
nep-11,27.6.a
nep-12,27.6.a
nep-13,27.6.a
nop-scow,27.6.a
ory-comb,27.6.a
pol-celt,27.6.a
por-nea,27.6.a
raj-celt,27.6.a
rjb-celt,27.6.a
rjc-VI,27.6.a
rjf-celt,27.6.a
rjh-VI,27.6.a
rji-celt,27.6.a
rjm-VI,27.6.a
rjn-celt,27.6.a
rng-5b67,27.6.a
rng-comb,27.6.a
sai-3a46,27.6.a
sal-nea,27.6.a
san-scow,27.6.a
sbr-678,27.6.a
sbr-comb,27.6.a
sck-nea,27.6.a
sma-nea,27.6.a
skx-67-d,27.6.a
smr-5614,27.6.a
spr-celt,27.6.a
syc-celt,27.6.a
trk-nea,27.6.a
usk-oth,27.6.a
whb-comb,27.6.a
whg-scow,27.6.a
bss-wosi,27.6.a
mur-west,27.6.a
smn-5614,27.6.a
whb-comb-alt,27.6.a
her-clyd,27.6.a
usk-comb,27.6.a
meg-scrk,27.6.a
nep-via,27.6.a
rjh-4aVI,27.6.a
rjm-67bj,27.6.a
sho-celt,27.6.a
syt-celt,27.6.a
had-346a,27.6.a
rja-nea,27.6.a
gur-comb,27.6.a
bsf-nea,27.6.a
rjn-678abd,27.6.a
qsc-nea,27.6.a
scx-nea,27.6.a
rsg-nea,27.6.a
rhg-nea,27.6.a
her-67bc,27.6.a
arg-5b6a,27.6.a
tsu-nea,27.6.a
agn.27.nea,27.6.a
alf.27.nea,27.6.a
anf.27.3a46,27.6.a
aru.27.5b6a,27.6.a
bli.27.5b67,27.6.a
boc.27.6-8,27.6.a
bsf.27.nea,27.6.a
bsk.27.nea,27.6.a
bss.27.6a7bj,27.6.a
cod.27.6a,27.6.a
cyo.27.nea,27.6.a
dgs.27.nea,27.6.a
gag.27.nea,27.6.a
gfb.27.nea,27.6.a
ghl.27.561214,27.6.a
guq.27.nea,27.6.a
gur.27.3-8,27.6.a
had.27.46a20,27.6.a
her.27.6a7bc,27.6.a
hke.27.3a46-8abd,27.6.a
hom.27.2a4a5b6a7a-ce-k8,27.6.a
lin.27.3a4a6-91214,27.6.a
mac.27.nea,27.6.a
lez.27.4a6a,27.6.a
mur.27.67a-ce-k89a,27.6.a
nep.fu.11,27.6.a
nep.fu.12,27.6.a
nep.fu.13,27.6.a
nep.27.6aoutFU,27.6.a
nop.27.6a,27.6.a
ory.27.nea,27.6.a
pol.27.67,27.6.a
por.27.nea,27.6.a
raj.27.67a-ce-h,27.6.a
rhg.27.nea,27.6.a
rja.27.nea,27.6.a
rjb.27.67a-ce-k,27.6.a
rjc.27.6,27.6.a
rjf.27.67,27.6.a
rjh.27.4a6,27.6.a
rji.27.67,27.6.a
rjm.27.67bj,27.6.a
rjn.27.678abd,27.6.a
rng.27.5b6712b,27.6.a
pok.27.3a46,27.6.a
san.27.6a,27.6.a
sbr.27.6-8,27.6.a
sck.27.nea,27.6.a
sho.27.67,27.6.a
reg.27.561214,27.6.a
spr.27.67a-cf-k,27.6.a
syc.27.67a-ce-j,27.6.a
syt.27.67,27.6.a
sdv.27.nea,27.6.a
tsu.27.nea,27.6.a
usk.27.3a45b6a7-912b,27.6.a
whb.27.1-91214,27.6.a
whg.27.6a,27.6.a
nep-oth-6a,27.6.a
ctl.27.5b6,27.6.a
sqz.27.5b6,27.6.a
omz.27.56,27.6.a
oct.27.6,27.6.a
sqr.27.nea,27.6.a
lin.27.346-91214,27.6.a
raj.27.67a-ce-k,27.6.a
her.27.6aS7bc,27.6.a
her.27.6aN,27.6.a
cod.27.46a7d20,27.6.a
hom.27.2a3a4a5b6a7a-ce-k8,27.6.a
cod.27.1-2.coastN,27.2.a
cod.27.2.coastS,27.2.a
agn-nea,27.2.a.1
alf-comb,27.2.a.1
arg-comb,27.2.a.1
arg-oth,27.2.a.1
bli-comb,27.2.a.1
bli-oth,27.2.a.1
bsh-nea,27.2.a.1
bsf-comb,27.2.a.1
bsf-oth,27.2.a.1
bsk-nea,27.2.a.1
bss-comb,27.2.a.1
cap-bars,27.2.a.1
cap-icel,27.2.a.1
cod-arct,27.2.a.1
cod-coas,27.2.a.1
cyo-nea,27.2.a.1
czs-comb,27.2.a.1
dgs-nea,27.2.a.1
ele-nea,27.2.a.1
gag-nea,27.2.a.1
gfb-comb,27.2.a.1
ghl-arct,27.2.a.1
gug-comb,27.2.a.1
guq-nea,27.2.a.1
had-arct,27.2.a.1
her-noss,27.2.a.1
hom-west,27.2.a.1
lin-arct,27.2.a.1
lin-comb,27.2.a.1
mac-nea,27.2.a.1
mut-comb,27.2.a.1
ory-comb,27.2.a.1
pan-barn,27.2.a.1
por-nea,27.2.a.1
rng-comb,27.2.a.1
rng-oth,27.2.a.1
sai-arct,27.2.a.1
sal-nea,27.2.a.1
sbr-comb,27.2.a.1
sck-nea,27.2.a.1
sma-nea,27.2.a.1
smn-arct,27.2.a.1
smr-arct,27.2.a.1
trk-nea,27.2.a.1
usk-arct,27.2.a.1
whb-comb,27.2.a.1
ang-arct,27.2.a.1
whb-comb-alt,27.2.a.1
her-noss-alt,27.2.a.1
usk-comb,27.2.a.1
mac-nsea,27.2.a.1
rjr-234,27.2.a.1
rja-nea,27.2.a.1
bsf-nea,27.2.a.1
qsc-nea,27.2.a.1
scx-nea,27.2.a.1
arg-123a4,27.2.a.1
tsu-nea,27.2.a.1
agn.27.nea,27.2.a.1
alf.27.nea,27.2.a.1
anf.27.1-2,27.2.a.1
aru.27.123a4,27.2.a.1
bli.27.nea,27.2.a.1
bsf.27.nea,27.2.a.1
bsk.27.nea,27.2.a.1
cap.27.1-2,27.2.a.1
cap.27.2a514,27.2.a.1
cod.27.1-2,27.2.a.1
cod.27.1-2coast,27.2.a.1
cyo.27.nea,27.2.a.1
dgs.27.nea,27.2.a.1
gag.27.nea,27.2.a.1
gfb.27.nea,27.2.a.1
ghl.27.1-2,27.2.a.1
guq.27.nea,27.2.a.1
had.27.1-2,27.2.a.1
her.27.1-24a514a,27.2.a.1
hom.27.2a4a5b6a7a-ce-k8,27.2.a.1
lin.27.1-2,27.2.a.1
mac.27.nea,27.2.a.1
ory.27.nea,27.2.a.1
pra.27.1-2,27.2.a.1
por.27.nea,27.2.a.1
rja.27.nea,27.2.a.1
rjr.27.23a4,27.2.a.1
rng.27.1245a8914ab,27.2.a.1
pok.27.1-2,27.2.a.1
sck.27.nea,27.2.a.1
reb.27.1-2,27.2.a.1
reg.27.1-2,27.2.a.1
sdv.27.nea,27.2.a.1
tsu.27.nea,27.2.a.1
usk.27.1-2,27.2.a.1
whb.27.1-91214,27.2.a.1
omz.27.1-2,27.2.a.1
sqr.27.nea,27.2.a.1
seh.27.125a14,27.2.a.1
sez.27.2514,27.2.a.1
hom.27.2a3a4a5b6a7a-ce-k8,27.2.a.1
agn-nea,27.2.a.2
alf-comb,27.2.a.2
arg-comb,27.2.a.2
arg-oth,27.2.a.2
bli-comb,27.2.a.2
bli-oth,27.2.a.2
bsh-nea,27.2.a.2
bsf-comb,27.2.a.2
bsf-oth,27.2.a.2
bsk-nea,27.2.a.2
bss-comb,27.2.a.2
cap-bars,27.2.a.2
cap-icel,27.2.a.2
cod-arct,27.2.a.2
cod-coas,27.2.a.2
cyo-nea,27.2.a.2
czs-comb,27.2.a.2
dgs-nea,27.2.a.2
ele-nea,27.2.a.2
gag-nea,27.2.a.2
gfb-comb,27.2.a.2
ghl-arct,27.2.a.2
gug-comb,27.2.a.2
guq-nea,27.2.a.2
had-arct,27.2.a.2
her-noss,27.2.a.2
hom-west,27.2.a.2
lin-arct,27.2.a.2
lin-comb,27.2.a.2
mac-nea,27.2.a.2
mut-comb,27.2.a.2
ory-comb,27.2.a.2
pan-barn,27.2.a.2
por-nea,27.2.a.2
rng-comb,27.2.a.2
rng-oth,27.2.a.2
sai-arct,27.2.a.2
sal-nea,27.2.a.2
sbr-comb,27.2.a.2
sck-nea,27.2.a.2
sma-nea,27.2.a.2
smn-arct,27.2.a.2
smr-arct,27.2.a.2
trk-nea,27.2.a.2
usk-arct,27.2.a.2
whb-comb,27.2.a.2
ang-arct,27.2.a.2
whb-comb-alt,27.2.a.2
her-noss-alt,27.2.a.2
usk-comb,27.2.a.2
mac-nsea,27.2.a.2
rjr-234,27.2.a.2
rja-nea,27.2.a.2
bsf-nea,27.2.a.2
qsc-nea,27.2.a.2
scx-nea,27.2.a.2
arg-123a4,27.2.a.2
tsu-nea,27.2.a.2
agn.27.nea,27.2.a.2
alf.27.nea,27.2.a.2
anf.27.1-2,27.2.a.2
aru.27.123a4,27.2.a.2
bli.27.nea,27.2.a.2
bsf.27.nea,27.2.a.2
bsk.27.nea,27.2.a.2
cap.27.1-2,27.2.a.2
cap.27.2a514,27.2.a.2
cod.27.1-2,27.2.a.2
cod.27.1-2coast,27.2.a.2
cyo.27.nea,27.2.a.2
dgs.27.nea,27.2.a.2
gag.27.nea,27.2.a.2
gfb.27.nea,27.2.a.2
ghl.27.1-2,27.2.a.2
guq.27.nea,27.2.a.2
had.27.1-2,27.2.a.2
her.27.1-24a514a,27.2.a.2
hom.27.2a4a5b6a7a-ce-k8,27.2.a.2
lin.27.1-2,27.2.a.2
mac.27.nea,27.2.a.2
ory.27.nea,27.2.a.2
pra.27.1-2,27.2.a.2
por.27.nea,27.2.a.2
rja.27.nea,27.2.a.2
