EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,source,Fref_point,stk,Fref,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,asses_year,version,stk_updated
Central Med.,MUT,19,2017,55508,599.96,294.93,0.68083,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.334960784,NA,NA,298.81,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2018,54148,627.74,550.99,0.73709,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.44527451,NA,NA,552.11,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2019,47364,675.38,460.63,0.66805,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,1.309901961,NA,NA,462.1,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2020,37939,714.49,235.14,0.48825,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,0.957352941,NA,NA,235.22,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2021,29069,762.1,218.93,0.31178,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,0.611333333,NA,NA,218.98,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Central Med.,MUT,19,2022,59204,830.99,131.31,0.17776,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_19,0.51,0.34854902,NA,NA,131.31,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2003,66565,2611,1464,0.43,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.482758621,NA,NA,1464,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2004,110244,3161,1781,0.53,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.827586207,NA,NA,1781,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2005,101988,3279,2212,0.64,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.206896552,NA,NA,2212,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2006,67393,2601,2565,0.75,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.586206897,NA,NA,2565,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2007,64029,2022,2280,0.82,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.827586207,NA,NA,2280,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2008,96013,2222,2052,0.83,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.862068966,NA,NA,2052,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2009,131038,2957,2321,0.79,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.724137931,NA,NA,2321,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2010,122127,3340,2411,0.71,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.448275862,NA,NA,2411,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2011,103737,3349,1932,0.63,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,2.172413793,NA,NA,1932,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2012,103435,3437,1765,0.54,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.862068966,NA,NA,1765,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2013,105757,3666,1920,0.48,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.655172414,NA,NA,1920,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2014,97556,3808,1792,0.42,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.448275862,NA,NA,1792,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2015,94743,3919,1705,0.39,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.344827586,NA,NA,1705,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2016,109136,4276,1782,0.35,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.206896552,NA,NA,1782,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2017,129767,4960,1932,0.32,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1.103448276,NA,NA,1932,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2018,142376,5784,1912,0.29,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,1,NA,NA,1912,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2019,158876,6771,2079,0.26,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,0.896551724,NA,NA,2079,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2020,183805,8068,2027,0.22,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,0.75862069,NA,NA,2027,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2021,179134,9203,1894,0.19,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,0.655172414,NA,NA,1894,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Eastern Med.,MUT,22,2022,135673,9504,1765,0.15,a4a,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,MUT_22,0.29,0.517241379,NA,NA,1765,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,NA,Y
Western Med.,MUT,6,2002,328918,408.64,,1.107,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,4.872611465,NA,770,305.4,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.113511111,2023,NA,Y
Western Med.,MUT,6,2003,390928,761.82,1400,1.375,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,4.74522293,NA,770,1400,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.211616667,2023,NA,Y
Western Med.,MUT,6,2004,424079,769.65,919.5,1.628,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,4.777070064,NA,770,919.5,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.213791667,2023,NA,Y
Western Med.,MUT,6,2005,396085,829.3,995,1.756,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.063694268,NA,770,995,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.230361111,2023,NA,Y
Western Med.,MUT,6,2006,325075,893.86,1387.8,1.689,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.541401274,NA,770,1387.8,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.248294444,2023,NA,Y
Western Med.,MUT,6,2007,258103,871.62,1183.6,1.475,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,6.050955414,NA,770,1183.6,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.242116667,2023,NA,Y
Western Med.,MUT,6,2008,223464,781.01,872.1,1.229,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,6.305732484,NA,770,872.2,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.216947222,2023,NA,Y
Western Med.,MUT,6,2009,228038,806.08,520.9,1.04,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,6.114649682,NA,770,520.9,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.223911111,2023,NA,Y
Western Med.,MUT,6,2010,273095,876.61,514.1,0.942,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.636942675,NA,770,514.5,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.243502778,2023,NA,Y
Western Med.,MUT,6,2011,354352,976.18,1063.1,0.933,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.159235669,NA,770,1068.5,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.271161111,2023,NA,Y
Western Med.,MUT,6,2012,446921,1219.53,1069.9,1,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,4.968152866,NA,770,1091.8,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.338758333,2023,NA,Y
Western Med.,MUT,6,2013,506400,1517.84,1248,1.112,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.25477707,NA,770,1262.2,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.421622222,2023,NA,Y
Western Med.,MUT,6,2014,509048,1604.06,1309.2,1.223,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.923566879,NA,770,1312.5,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.445572222,2023,NA,Y
Western Med.,MUT,6,2015,476826,1572.65,1518.7,1.281,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,6.719745223,NA,770,1570.2,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.436847222,2023,NA,Y
Western Med.,MUT,6,2016,447061,1540.06,1673.9,1.262,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,7.038216561,NA,770,1704.1,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.427794444,2023,NA,Y
Western Med.,MUT,6,2017,439316,1426.77,1449.3,1.187,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,6.496815287,NA,770,1464,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.396325,2023,NA,Y
Western Med.,MUT,6,2018,449653,1485.9,1280.7,1.101,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,5.25477707,NA,770,1324.6,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.41275,2023,NA,Y
Western Med.,MUT,6,2019,456479,1611.03,1501.8,1.042,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,3.98089172,NA,770,1503.6,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.447508333,2023,NA,Y
Western Med.,MUT,6,2020,435599,1616.45,1446.3,1.027,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,4.936305732,NA,770,1454,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.449013889,2023,NA,Y
Western Med.,MUT,6,2021,383479,1621.12,1066.3,1.052,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,3.98089172,NA,770,1066.4,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.450311111,2023,NA,Y
Western Med.,MUT,6,2022,320392,1525.82,1321.1,1.102,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_6,0.314,3.407643312,NA,770,1327.902,NA,Mullus barbatus,Red mullet,3600,Bmsy,0.423838889,2023,NA,Y
Western Med.,MUT,7,2002,21451.04,122.929,122.504,0.719,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.563043478,NA,133.5,122.504,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.158679489,2023,NA,Y
Western Med.,MUT,7,2003,22806.01,145.372,176.011,0.745,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.619565217,NA,133.5,176.011,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.187649413,2023,NA,Y
Western Med.,MUT,7,2004,23479.89,165.36,177.486,0.759,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.65,NA,133.5,177.486,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.213450368,2023,NA,Y
Western Med.,MUT,7,2005,26520.79,194.862,175.566,0.75,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.630434783,NA,133.5,175.566,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.251532206,2023,NA,Y
Western Med.,MUT,7,2006,25822.08,205.659,214.878,0.716,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.556521739,NA,133.5,214.878,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.265469214,2023,NA,Y
Western Med.,MUT,7,2007,21887.4,227.895,207.686,0.667,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.45,NA,133.5,207.686,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.294171938,2023,NA,Y
Western Med.,MUT,7,2008,25485.69,258.84,131.224,0.621,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.35,NA,133.5,131.404,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.334116432,2023,NA,Y
Western Med.,MUT,7,2009,30813.71,245.074,148.685,0.591,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.284782609,NA,133.5,148.685,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.316346973,2023,NA,Y
Western Med.,MUT,7,2010,35386.97,289.043,282.067,0.584,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.269565217,NA,133.5,284.895,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.373103137,2023,NA,Y
Western Med.,MUT,7,2011,34628.07,330.87,269.894,0.601,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.306521739,NA,133.5,273.478,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.427094359,2023,NA,Y
Western Med.,MUT,7,2012,37797.22,415.861,203.109,0.636,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.382608696,NA,133.5,211.328,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.536802633,2023,NA,Y
Western Med.,MUT,7,2013,41081.52,369.025,288.401,0.673,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.463043478,NA,133.5,293.077,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.476345682,2023,NA,Y
Western Med.,MUT,7,2014,42963.36,426.816,357.054,0.696,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.513043478,NA,133.5,361.258,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.550943591,2023,NA,Y
Western Med.,MUT,7,2015,45745.49,372.084,357.676,0.689,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.497826087,NA,133.5,366.099,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.480294307,2023,NA,Y
Western Med.,MUT,7,2016,45669.78,416.434,408.438,0.653,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.419565217,NA,133.5,411.494,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.537542274,2023,NA,Y
Western Med.,MUT,7,2017,40813.74,436.557,240.622,0.598,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.3,NA,133.5,242.974,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.563517491,2023,NA,Y
Western Med.,MUT,7,2018,47856.68,488.477,342.179,0.541,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.176086957,NA,133.5,345.54,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.630536982,2023,NA,Y
Western Med.,MUT,7,2019,58484.57,571.017,312.657,0.493,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,1.07173913,NA,133.5,320.145,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.737081451,2023,NA,Y
Western Med.,MUT,7,2020,64127.22,673.699,433.634,0.458,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,0.995652174,NA,133.5,442.785,NA,Mullus barbatus,Red mullet,774.7,Bmsy,0.869625662,2023,NA,Y
Western Med.,MUT,7,2021,52406.52,829.405,394.802,0.434,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,0.943478261,NA,133.5,401.313,NA,Mullus barbatus,Red mullet,774.7,Bmsy,1.070614431,2023,NA,Y
Western Med.,MUT,7,2022,63903.8,882.579,447.996,0.417,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_7,0.46,0.906521739,NA,133.5,458.049,NA,Mullus barbatus,Red mullet,774.7,Bmsy,1.139252614,2023,NA,Y
Western Med.,MUT,9,2003,246764,596.6,1056.7,1.69,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,3.38,NA,461.5,1133.8,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.323167759,2023,NA,Y
Western Med.,MUT,9,2004,284310,591.9,580.7,1.46,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.92,NA,461.5,625.4,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.320621851,2023,NA,Y
Western Med.,MUT,9,2005,266939,798.2,708.5,1.35,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.7,NA,461.5,769.5,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.432370944,2023,NA,Y
Western Med.,MUT,9,2006,237492,880.2,1049.6,1.36,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.72,NA,461.5,1113.2,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.476788906,2023,NA,Y
Western Med.,MUT,9,2007,258455,751.8,1096,1.42,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.84,NA,461.5,1198.5,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.407236878,2023,NA,Y
Western Med.,MUT,9,2008,236718,643.6,727.1,1.41,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.82,NA,461.5,800.1,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.348626835,2023,NA,Y
Western Med.,MUT,9,2009,212170,748.6,728.3,1.31,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.62,NA,461.5,808.4,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.405503494,2023,NA,Y
Western Med.,MUT,9,2010,205588,751.7,747.9,1.21,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.42,NA,461.5,783,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.407182709,2023,NA,Y
Western Med.,MUT,9,2011,224424,739.1,805.5,1.17,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.34,NA,461.5,861.2,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.40035751,2023,NA,Y
Western Med.,MUT,9,2012,290647,742.1,692.9,1.23,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.46,NA,461.5,733.2,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.401982558,2023,NA,Y
Western Med.,MUT,9,2013,355368,753.3,693.3,1.32,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.64,NA,461.5,810.5,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.408049401,2023,NA,Y
Western Med.,MUT,9,2014,352008,936.6,1181.4,1.37,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.74,NA,461.5,1287,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.507339797,2023,NA,Y
Western Med.,MUT,9,2015,390905,984.2,1183.4,1.37,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.74,NA,461.5,1316.3,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.533123883,2023,NA,Y
Western Med.,MUT,9,2016,377440,1215.8,1221.6,1.39,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.78,NA,461.5,1262.8,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.658577542,2023,NA,Y
Western Med.,MUT,9,2017,311552,1110.1,1460.7,1.42,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.84,NA,461.5,1600.8,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.601321705,2023,NA,Y
Western Med.,MUT,9,2018,245416,1005.4,1204.8,1.4,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.8,NA,461.5,1336.3,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.544607551,2023,NA,Y
Western Med.,MUT,9,2019,307061,899.9,844,1.2,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,2.4,NA,461.5,942.1,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.487460051,2023,NA,Y
Western Med.,MUT,9,2020,317177,1212.1,560.6,0.86,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,1.72,NA,461.5,599.1,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.656573317,2023,NA,Y
Western Med.,MUT,9,2021,288186,1573.3,779.3,0.54,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,1.08,NA,461.5,853.4,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.852229023,2023,NA,Y
Western Med.,MUT,9,2022,279683,1836.1,559,0.41,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,MUT_9,0.5,0.82,NA,461.5,712.7,NA,Mullus barbatus,Red mullet,1846.1,Bmsy,0.994583175,2023,NA,Y
Central Med.,NEP,15_16,2005,89745,2187,490,0.14,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,1.4,NA,NA,490,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2006,88986,2278,673,0.2,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2,NA,NA,673,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2007,80741,2203,797,0.24,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.4,NA,NA,797,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2008,76529,2029,673,0.24,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.4,NA,NA,673,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2009,66388,1850,636,0.23,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.3,NA,NA,636.065,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2010,54908,1629,616,0.26,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.6,NA,NA,635.18,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2011,45409,1493,627,0.28,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.8,NA,NA,631.4,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2012,44469,1334,479,0.25,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,2.5,NA,NA,480.81,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2013,42692,1298,293,0.18,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,1.8,NA,NA,293.43,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2014,35164,1309,249,0.13,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,1.3,NA,NA,249,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2015,34612,1264,230,0.12,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,1.2,NA,NA,230,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
Central Med.,NEP,15_16,2016,24442,1286,276,0.15,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,NEP_15_16,0.1,1.5,NA,NA,276,NA,Nephrops norvegicus,Norway lobster,NA,NA,NA,2023,NA,Y
