EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,source,Fref_point,stk,Fref,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,asses_year,version,stk_updated
Central Med.,ARA,18_19_20,2008,41906.73,380.61,206.48,0.269,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,1.305825243,NA,NA,206.48,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2009,47717.61,431.18,239.15,0.369,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,1.791262136,NA,NA,239.15,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2010,54043.17,414.41,228.12,0.446,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,2.165048544,NA,NA,228.12,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2011,49172.29,393.47,184.82,0.489,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,2.373786408,NA,NA,184.82,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2012,39648.12,333.73,267.71,0.55,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,2.669902913,NA,NA,267.71,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2013,31255.16,264.87,247.01,0.644,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,3.126213592,NA,NA,247.01,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2014,29637.35,204.43,302.16,0.671,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,3.257281553,NA,NA,302.16,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2015,32031.74,191.94,89.44,0.555,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,2.694174757,NA,NA,89.44,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2016,48887.45,246.44,119.78,0.411,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,1.995145631,NA,NA,119.78,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2017,62858.22,351.72,63.94,0.363,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,1.762135922,NA,NA,63.94,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2018,64925.32,429.51,403.53,0.443,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,2.150485437,NA,NA,403.53,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2019,52631.75,408.63,457.88,0.638,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,3.097087379,NA,NA,457.88,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2020,38973.09,292.26,240.77,0.831,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,4.033980583,NA,NA,240.77,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2021,38382.6,197.4,300.52,0.914,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,4.436893204,NA,NA,300.52,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARA,18_19_20,2022,44039,167.39,219.19,1.087,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARA_18_19_20,0.206,5.276699029,NA,NA,219.19,NA,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,2023,NA,Y
Western Med.,ARA,5,2002,21904,99.22,141,1.61,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.735294118,NA,75.4,218.81,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.121147741,2023,NA,Y
Western Med.,ARA,5,2003,21532,64.39,122,1.61,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.735294118,NA,75.4,126.36,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.078620269,2023,NA,Y
Western Med.,ARA,5,2004,37561,94.28,194,1.58,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.647058824,NA,75.4,153.92,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.115115995,2023,NA,Y
Western Med.,ARA,5,2005,40241,109.55,191,1.53,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.5,NA,75.4,195.45,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.133760684,2023,NA,Y
Western Med.,ARA,5,2006,31884,107.07,214,1.49,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.382352941,NA,75.4,201.91,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.130732601,2023,NA,Y
Western Med.,ARA,5,2007,30251,99.31,239,1.5,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.411764706,NA,75.4,180.57,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.121257631,2023,NA,Y
Western Med.,ARA,5,2008,35927,103.16,233,1.59,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.676470588,NA,75.4,186.28,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.125958486,2023,NA,Y
Western Med.,ARA,5,2009,13136,54.39,126,1.74,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,5.117647059,NA,75.4,146.52,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.066410256,2023,NA,Y
Western Med.,ARA,5,2010,22276,54.71,153,1.9,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,5.588235294,NA,75.4,109.12,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.066800977,2023,NA,Y
Western Med.,ARA,5,2011,18636,46.73,111,1.98,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,5.823529412,NA,75.4,110.96,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.057057387,2023,NA,Y
Western Med.,ARA,5,2012,34459,76.21,201,1.92,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,5.647058824,NA,75.4,143.9,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.093052503,2023,NA,Y
Western Med.,ARA,5,2013,28722,79.13,189,1.77,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,5.205882353,NA,75.4,163.82,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.096617827,2023,NA,Y
Western Med.,ARA,5,2014,18423,60.59,141,1.62,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.764705882,NA,75.4,126.06,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.073980464,2023,NA,Y
Western Med.,ARA,5,2015,23610,67.25,160,1.56,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.588235294,NA,75.4,116.52,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.082112332,2023,NA,Y
Western Med.,ARA,5,2016,32484,81.59,138,1.65,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.852941176,NA,75.4,145.05,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.09962149,2023,NA,Y
Western Med.,ARA,5,2017,36341,87.74,171,1.86,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,5.470588235,NA,75.4,186.17,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.107130647,2023,NA,Y
Western Med.,ARA,5,2018,49304,105.6,250,2.11,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,6.205882353,NA,75.4,238.27,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.128937729,2023,NA,Y
Western Med.,ARA,5,2019,35237,82.91,206,2.21,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,6.5,NA,75.4,224.43,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.101233211,2023,NA,Y
Western Med.,ARA,5,2020,18951,60.18,131,2.04,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,6,NA,75.4,155.3,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.073479853,2023,NA,Y
Western Med.,ARA,5,2021,19559,53.71,119,1.65,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,4.852941176,NA,75.4,96.1,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.065579976,2023,NA,Y
Western Med.,ARA,5,2022,35359,99.34,165,1.25,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_5,0.34,3.676470588,NA,75.4,121.65,NA,Aristeus antennatus,Blue and red shrimp,819,Bmsy,0.121294261,2023,NA,Y
Western Med.,ARA,6_7,2004,52165,185.32,498.8,1.55,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,5.961538462,NA,261,409.15,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.121921053,2023,NA,Y
Western Med.,ARA,6_7,2005,73215,227.48,305.9,1.25,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.807692308,NA,261,351.25,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.149657895,2023,NA,Y
Western Med.,ARA,6_7,2006,89000,330.14,411.7,1.07,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.115384615,NA,261,428.31,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.217197368,2023,NA,Y
Western Med.,ARA,6_7,2007,89437,396.37,574.5,1.01,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,3.884615385,NA,261,504.28,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.260769737,2023,NA,Y
Western Med.,ARA,6_7,2008,102278,414.54,827.5,1.05,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.038461538,NA,261,568.93,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.272723684,2023,NA,Y
Western Med.,ARA,6_7,2009,101471,427.88,599.5,1.15,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.423076923,NA,261,646.57,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.2815,2023,NA,Y
Western Med.,ARA,6_7,2010,110952,430.81,547.1,1.25,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.807692308,NA,261,704.99,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.283427632,2023,NA,Y
Western Med.,ARA,6_7,2011,115502,459.56,725.8,1.28,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.923076923,NA,261,759.81,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.302342105,2023,NA,Y
Western Med.,ARA,6_7,2012,112383,436.47,735.9,1.24,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.769230769,NA,261,700.16,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.287151316,2023,NA,Y
Western Med.,ARA,6_7,2013,113052,445.12,730.7,1.16,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.461538462,NA,261,665.79,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.292842105,2023,NA,Y
Western Med.,ARA,6_7,2014,103183,444.36,591,1.09,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.192307692,NA,261,631.12,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.292342105,2023,NA,Y
Western Med.,ARA,6_7,2015,100023,440.26,750.1,1.06,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.076923077,NA,261,611.21,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.289644737,2023,NA,Y
Western Med.,ARA,6_7,2016,96708,438.99,646.5,1.08,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.153846154,NA,261,621.05,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.288809211,2023,NA,Y
Western Med.,ARA,6_7,2017,96335,439.72,581.5,1.11,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.269230769,NA,261,638.39,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.289289474,2023,NA,Y
Western Med.,ARA,6_7,2018,108238,466.35,655.6,1.14,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.384615385,NA,261,682.31,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.306809211,2023,NA,Y
Western Med.,ARA,6_7,2019,90681,408.66,571,1.15,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.423076923,NA,261,618.46,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.268855263,2023,NA,Y
Western Med.,ARA,6_7,2020,78222,380.85,577.6,1.12,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.307692308,NA,261,559.13,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.250559211,2023,NA,Y
Western Med.,ARA,6_7,2021,93000,386.65,465.6,1.06,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,4.076923077,NA,261,523.55,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.254375,2023,NA,Y
Western Med.,ARA,6_7,2022,90804,438.69,507.5,0.99,a4a,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARA_6_7,0.26,3.807692308,NA,261,552.98,NA,Aristeus antennatus,Blue and red shrimp,1520,Bmsy,0.288611842,2023,NA,Y
Central Med.,ARS,18_19_20,2003,45830,253.53,202,0.73,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,1.972972973,NA,NA,187.09,792.74,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2004,44494,275.84,152,0.7,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,1.891891892,NA,NA,202.98,803.6,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2005,45957,281.12,127,0.7,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,1.891891892,NA,NA,207.55,812.83,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2006,52848,298.56,405,0.72,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,1.945945946,NA,NA,226.26,880.73,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2007,65362,337.26,313,0.78,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.108108108,NA,NA,269.19,1032.63,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2008,76416,276.66,229,0.86,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.324324324,NA,NA,253.19,850.95,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2009,74822,281.34,314,0.94,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.540540541,NA,NA,279.91,922.6,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2010,63377,350.32,429,0.99,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.675675676,NA,NA,382.67,1117.54,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2011,56872,310.23,422,1,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.702702703,NA,NA,331.23,1056.42,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2012,65721,280.84,277,0.98,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.648648649,NA,NA,288.82,979.7,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2013,95499,370.88,363,0.96,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.594594595,NA,NA,337.83,1392.94,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2014,135525,542.47,346,0.96,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.594594595,NA,NA,490.73,2000,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2015,145625,577.4,662,1,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.702702703,NA,NA,576.54,2013.46,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2016,115994,471.35,731,1.07,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.891891892,NA,NA,536.49,1601.33,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2017,84628,553.77,680,1.12,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,3.027027027,NA,NA,660.87,1864.84,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2018,70941,403.98,374,1.13,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,3.054054054,NA,NA,475.12,1398.37,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2019,72171,346.51,310,1.07,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.891891892,NA,NA,381,1188.7,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2020,81201,406.07,390,0.96,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.594594595,NA,NA,385.25,1385.57,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2021,92534,350.46,292,0.83,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,2.243243243,NA,NA,292.09,1176.17,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Central Med.,ARS,18_19_20,2022,75791,518.28,258,0.48,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2312,STECF,Fmsy,ARS_18_19_20,0.37,1.297297297,NA,NA,258,1362.06,Aristaeomorpha foliacea,Giant red shrimp,NA,NA,NA,2023,NA,Y
Western Med.,ARS,8_9_10_11,2005,355029,715.5,753.2,0.93,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,2.162790698,NA,192.9,718,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.926813472,2023,NA,Y
Western Med.,ARS,8_9_10_11,2006,428409,616.9,580.3,0.74,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.720930233,NA,192.9,530.9,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.799093264,2023,NA,Y
Western Med.,ARS,8_9_10_11,2007,461377,562.9,378.9,0.62,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.441860465,NA,192.9,377.9,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.729145078,2023,NA,Y
Western Med.,ARS,8_9_10_11,2008,526987,537.1,192.6,0.54,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.255813953,NA,192.9,314.7,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.695725389,2023,NA,Y
Western Med.,ARS,8_9_10_11,2009,458758,559.4,363.4,0.52,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.209302326,NA,192.9,297.7,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.724611399,2023,NA,Y
Western Med.,ARS,8_9_10_11,2010,564733,621.4,343.4,0.52,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.209302326,NA,192.9,346.4,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.80492228,2023,NA,Y
Western Med.,ARS,8_9_10_11,2011,761399,684.5,304,0.53,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.23255814,NA,192.9,374.4,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.886658031,2023,NA,Y
Western Med.,ARS,8_9_10_11,2012,578489,678.1,339,0.55,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.279069767,NA,192.9,401.8,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.878367876,2023,NA,Y
Western Med.,ARS,8_9_10_11,2013,490060,767.8,546.6,0.57,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.325581395,NA,192.9,451.7,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.994559585,2023,NA,Y
Western Med.,ARS,8_9_10_11,2014,540910,747.2,594.8,0.58,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.348837209,NA,192.9,483.4,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.967875648,2023,NA,Y
Western Med.,ARS,8_9_10_11,2015,691936,637.7,374.1,0.6,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.395348837,NA,192.9,427.3,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.826036269,2023,NA,Y
Western Med.,ARS,8_9_10_11,2016,737135,679.2,342.5,0.62,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.441860465,NA,192.9,416.8,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.879792746,2023,NA,Y
Western Med.,ARS,8_9_10_11,2017,572863,730.3,608.8,0.65,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.511627907,NA,192.9,490.8,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.945984456,2023,NA,Y
Western Med.,ARS,8_9_10_11,2018,506802,765,640.9,0.69,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.604651163,NA,192.9,542,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.990932642,2023,NA,Y
Western Med.,ARS,8_9_10_11,2019,514585,726.1,666.3,0.72,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.674418605,NA,192.9,539.7,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.940544041,2023,NA,Y
Western Med.,ARS,8_9_10_11,2020,540331,581.7,384.4,0.74,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.720930233,NA,192.9,473.1,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.753497409,2023,NA,Y
Western Med.,ARS,8_9_10_11,2021,515419,471.1,375,0.76,a4a_catch_proj,https://stecf.jrc.ec.europa.eu/ewg2309,STECF,Fmsy,ARS_8_9_10_11,0.43,1.76744186,NA,192.9,369.9,NA,Aristaeomorpha foliacea,Giant red shrimp,772,Bmsy,0.610233161,2023,NA,Y
