Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings
2017,gfb.27.nea,NA,0.99,F,B_index,1503,NA,513,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2015,gfb.27.nea,NA,0.97,F,B_index,2174,NA,2068,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2006,gfb.27.nea,NA,0.86,F,B_index,2686,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2007,gfb.27.nea,NA,0.92,F,B_index,2949,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2014,gfb.27.nea,NA,1.26,F,B_index,2269,NA,1166,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2005,gfb.27.nea,NA,0.97,F,B_index,2960,NA,NA,2022,NA,NA,NA,NA,NA,NA,Widely,NA
2021,gfb.27.nea,NA,0.97,F,B_index,1429,NA,215,2022,NA,NA,NA,NA,NA,NA,Widely,NA
1970,ghl.27.1-2,NA,NA,HR,Other,89484,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1972,ghl.27.1-2,NA,NA,HR,Other,43048,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2019,ghl.27.1-2,0.045,631439,HR,Other,28831,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1940,ghl.27.1-2,NA,NA,HR,Other,846,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2012,ghl.27.1-2,0.027,741178,HR,Other,20288,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2018,ghl.27.1-2,0.043,661242,HR,Other,28438,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2011,ghl.27.1-2,0.023,724038,HR,Other,16606,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2016,ghl.27.1-2,0.035,712230,HR,Other,24948,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1965,ghl.27.1-2,NA,NA,HR,Other,34682,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2010,ghl.27.1-2,0.022,697684,HR,Other,15229,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1968,ghl.27.1-2,NA,NA,HR,Other,26168,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1969,ghl.27.1-2,NA,NA,HR,Other,43789,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1979,ghl.27.1-2,NA,NA,HR,Other,17242,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1971,ghl.27.1-2,NA,NA,HR,Other,79034,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1974,ghl.27.1-2,NA,NA,HR,Other,37721,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1976,ghl.27.1-2,NA,NA,HR,Other,36054,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1981,ghl.27.1-2,NA,NA,HR,Other,15018,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1990,ghl.27.1-2,NA,NA,HR,Other,23183,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2017,ghl.27.1-2,0.038,688517,HR,Other,26380,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2013,ghl.27.1-2,0.03,746489,HR,Other,22167,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1939,ghl.27.1-2,NA,NA,HR,Other,459,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1963,ghl.27.1-2,NA,NA,HR,Other,14540,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1962,ghl.27.1-2,NA,NA,HR,Other,13360,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2014,ghl.27.1-2,0.031,743391,HR,Other,23025,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2009,ghl.27.1-2,0.02,662443,HR,Other,12990,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1977,ghl.27.1-2,NA,NA,HR,Other,28875,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1989,ghl.27.1-2,NA,NA,HR,Other,20138,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2020,ghl.27.1-2,0.048,600806,HR,Other,28713,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1996,ghl.27.1-2,0.024,590956,HR,Other,14347,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1935,ghl.27.1-2,NA,NA,HR,Other,1534,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2015,ghl.27.1-2,0.034,731558,HR,Other,24748,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1937,ghl.27.1-2,NA,NA,HR,Other,616,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1967,ghl.27.1-2,NA,NA,HR,Other,24267,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1964,ghl.27.1-2,NA,NA,HR,Other,40391,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2006,ghl.27.1-2,0.031,575714,HR,Other,17904,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1961,ghl.27.1-2,NA,NA,HR,Other,11813,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1951,ghl.27.1-2,NA,NA,HR,Other,2861,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1973,ghl.27.1-2,NA,NA,HR,Other,29899,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1975,ghl.27.1-2,NA,NA,HR,Other,38144,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1988,ghl.27.1-2,NA,NA,HR,Other,19587,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1978,ghl.27.1-2,NA,NA,HR,Other,24617,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1994,ghl.27.1-2,0.017,539826,HR,Other,9226,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2000,ghl.27.1-2,0.025,581706,HR,Other,14297,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1980,ghl.27.1-2,NA,NA,HR,Other,13284,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1936,ghl.27.1-2,NA,NA,HR,Other,830,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2005,ghl.27.1-2,0.033,567654,HR,Other,18834,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1938,ghl.27.1-2,NA,NA,HR,Other,329,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1987,ghl.27.1-2,NA,NA,HR,Other,19112,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1946,ghl.27.1-2,NA,NA,HR,Other,1362,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1945,ghl.27.1-2,NA,NA,HR,Other,1148,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1941,ghl.27.1-2,NA,NA,HR,Other,1663,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1993,ghl.27.1-2,0.025,486187,HR,Other,11933,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1947,ghl.27.1-2,NA,NA,HR,Other,1437,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1955,ghl.27.1-2,NA,NA,HR,Other,3300,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1950,ghl.27.1-2,NA,NA,HR,Other,2074,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1998,ghl.27.1-2,0.02,593552,HR,Other,11893,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1982,ghl.27.1-2,NA,NA,HR,Other,16789,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2007,ghl.27.1-2,0.026,595837,HR,Other,15453,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2004,ghl.27.1-2,0.033,570608,HR,Other,18899,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1966,ghl.27.1-2,NA,NA,HR,Other,26321,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1960,ghl.27.1-2,NA,NA,HR,Other,10961,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1985,ghl.27.1-2,NA,NA,HR,Other,19945,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1944,ghl.27.1-2,NA,NA,HR,Other,678,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1984,ghl.27.1-2,NA,NA,HR,Other,21883,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1995,ghl.27.1-2,0.02,575750,HR,Other,11734,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1999,ghl.27.1-2,0.033,588809,HR,Other,19517,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1954,ghl.27.1-2,NA,NA,HR,Other,4090,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1952,ghl.27.1-2,NA,NA,HR,Other,2953,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2008,ghl.27.1-2,0.022,626392,HR,Other,13792,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1986,ghl.27.1-2,NA,NA,HR,Other,22875,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2002,ghl.27.1-2,0.023,573993,HR,Other,13293,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1958,ghl.27.1-2,NA,NA,HR,Other,4192,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1948,ghl.27.1-2,NA,NA,HR,Other,1987,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1991,ghl.27.1-2,NA,NA,HR,Other,33320,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1943,ghl.27.1-2,NA,NA,HR,Other,824,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1953,ghl.27.1-2,NA,NA,HR,Other,2601,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1942,ghl.27.1-2,NA,NA,HR,Other,955,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2003,ghl.27.1-2,0.024,572750,HR,Other,13447,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1997,ghl.27.1-2,0.016,592839,HR,Other,9410,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2001,ghl.27.1-2,0.028,577731,HR,Other,16365,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1957,ghl.27.1-2,NA,NA,HR,Other,4635,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1956,ghl.27.1-2,NA,NA,HR,Other,3939,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1983,ghl.27.1-2,NA,NA,HR,Other,22147,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1992,ghl.27.1-2,0.021,407375,HR,Other,8602,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1949,ghl.27.1-2,NA,NA,HR,Other,375,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
1959,ghl.27.1-2,NA,NA,HR,Other,7939,NA,NA,2021,NA,NA,500000,NA,NA,500000,Arctic Ocean,NA
2002,ghl.27.561214,0.29,37054.62,F,SSB,29850,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2003,ghl.27.561214,0.36,35072.05,F,SSB,33509,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2004,ghl.27.561214,0.41,31580.18,F,SSB,31439,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2005,ghl.27.561214,0.37,26318.64,F,SSB,24308,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2006,ghl.27.561214,0.34,22341.82,F,SSB,21363,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2007,ghl.27.561214,0.31,20345.2,F,SSB,20970,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2008,ghl.27.561214,0.42,21271.44,F,SSB,29715,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2013,ghl.27.561214,0.32,23437.07,F,SSB,26419,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2014,ghl.27.561214,0.22,25294.6,F,SSB,20259,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2015,ghl.27.561214,0.25,27705.21,F,SSB,24925,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2016,ghl.27.561214,0.26,31311.36,F,SSB,25319,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2017,ghl.27.561214,0.23,32324.21,F,SSB,22092,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2018,ghl.27.561214,0.29,33597.08,F,SSB,26650,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2019,ghl.27.561214,0.26,32546.29,F,SSB,22606,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2020,ghl.27.561214,0.27,30043.22,F,SSB,22195,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2021,ghl.27.561214,0.29,28994.74,F,SSB,23420,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2009,ghl.27.561214,0.51,22164.87,F,SSB,34017,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2010,ghl.27.561214,0.37,20559.74,F,SSB,24996,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2011,ghl.27.561214,0.34,19950.36,F,SSB,25067,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2012,ghl.27.561214,0.35,21540.24,F,SSB,27327,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1985,ghl.27.561214,0.14,94171.01,F,SSB,32079,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1986,ghl.27.561214,0.15,91503.55,F,SSB,33011,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1987,ghl.27.561214,0.23,90688.41,F,SSB,46514,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1988,ghl.27.561214,0.28,81574.85,F,SSB,50356,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1989,ghl.27.561214,0.4,66860.93,F,SSB,60484,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1990,ghl.27.561214,0.3,49905.37,F,SSB,38164,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1991,ghl.27.561214,0.32,43013.83,F,SSB,36597,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1992,ghl.27.561214,0.31,39684.29,F,SSB,35304,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1993,ghl.27.561214,0.37,38994.1,F,SSB,40601,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1994,ghl.27.561214,0.35,37961.21,F,SSB,37196,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1995,ghl.27.561214,0.37,35410.95,F,SSB,37589,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1996,ghl.27.561214,0.38,33450.18,F,SSB,37334,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1997,ghl.27.561214,0.31,31190.91,F,SSB,29395,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1998,ghl.27.561214,0.21,29762.79,F,SSB,20464,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
1999,ghl.27.561214,0.2,32110.58,F,SSB,21186,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2000,ghl.27.561214,0.25,36022.73,F,SSB,27971,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2001,ghl.27.561214,0.27,38972.23,F,SSB,29528,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2022,ghl.27.561214,0.27,28364.99,F,SSB,21947,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2023,ghl.27.561214,NA,28476.61,F,SSB,NA,NA,NA,2023,0.41,0.29,24895,18213,0.22,24895,Iceland,NA
2003,gug.27.3a47d,NA,18.49,F,SSB,525,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2004,gug.27.3a47d,NA,19.05,F,SSB,452,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1997,gug.27.3a47d,NA,31.44,F,SSB,253,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1996,gug.27.3a47d,NA,16.68,F,SSB,301,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2002,gug.27.3a47d,NA,21.72,F,SSB,499,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2015,gug.27.3a47d,NA,27.16,F,SSB,2141,8451,6310,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1998,gug.27.3a47d,NA,19.31,F,SSB,145,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1994,gug.27.3a47d,NA,9.51,F,SSB,254,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2018,gug.27.3a47d,NA,16.71,F,SSB,1137,11419,10282,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2001,gug.27.3a47d,NA,17.06,F,SSB,690,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2014,gug.27.3a47d,NA,23.2,F,SSB,1892,8596,6704,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2008,gug.27.3a47d,NA,22.29,F,SSB,273,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1995,gug.27.3a47d,NA,11.38,F,SSB,211,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2005,gug.27.3a47d,NA,22.02,F,SSB,378,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2016,gug.27.3a47d,NA,29.69,F,SSB,2156,12129,9973,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2021,gug.27.3a47d,NA,11.78,F,SSB,1099,5541,4442,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2007,gug.27.3a47d,NA,26.49,F,SSB,278,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2000,gug.27.3a47d,NA,22.97,F,SSB,661,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2013,gug.27.3a47d,NA,22.7,F,SSB,1180,10230,9050,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1999,gug.27.3a47d,NA,40.72,F,SSB,254,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1993,gug.27.3a47d,NA,10.01,F,SSB,1060,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2019,gug.27.3a47d,NA,17.32,F,SSB,1709,9295,7586,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2009,gug.27.3a47d,NA,21.26,F,SSB,285,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2010,gug.27.3a47d,NA,24.85,F,SSB,390,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2006,gug.27.3a47d,NA,21.87,F,SSB,267,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1992,gug.27.3a47d,NA,8.67,F,SSB,8365,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2012,gug.27.3a47d,NA,30.81,F,SSB,689,8345,7656,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1990,gug.27.3a47d,NA,8.07,F,SSB,22303,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1985,gug.27.3a47d,NA,3.38,F,SSB,301,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1984,gug.27.3a47d,NA,12.85,F,SSB,265,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2011,gug.27.3a47d,NA,25.59,F,SSB,442,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2020,gug.27.3a47d,NA,15.32,F,SSB,1966,10221,8255,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1991,gug.27.3a47d,NA,7.8,F,SSB,14741,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1989,gug.27.3a47d,NA,6.03,F,SSB,26470,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1987,gug.27.3a47d,NA,4.15,F,SSB,44422,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2022,gug.27.3a47d,NA,9.07,F,SSB,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1988,gug.27.3a47d,NA,2.35,F,SSB,37445,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1983,gug.27.3a47d,NA,4.48,F,SSB,589,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2017,gug.27.3a47d,NA,29.84,F,SSB,3451,17121,13670,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
1986,gug.27.3a47d,NA,8.49,F,SSB,326,NA,NA,2022,NA,NA,NA,NA,NA,NA,Greater North Sea,NA
2007,guq.27.nea,NA,NA,F,SSB,331,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2008,guq.27.nea,NA,NA,F,SSB,190,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2011,guq.27.nea,NA,NA,F,SSB,3,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2012,guq.27.nea,NA,NA,F,SSB,2,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2009,guq.27.nea,NA,NA,F,SSB,165,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2010,guq.27.nea,NA,NA,F,SSB,134,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2015,guq.27.nea,NA,NA,F,SSB,10,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2016,guq.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2017,guq.27.nea,NA,NA,F,SSB,7,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2018,guq.27.nea,NA,NA,F,SSB,2,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2019,guq.27.nea,NA,NA,F,SSB,17,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2020,guq.27.nea,NA,NA,F,SSB,4,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2021,guq.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2022,guq.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1996,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1997,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1998,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2013,guq.27.nea,NA,NA,F,SSB,0,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2014,guq.27.nea,NA,NA,F,SSB,33,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1988,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1989,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1990,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1991,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1992,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1993,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1994,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1995,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2000,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2001,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2002,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1999,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2004,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2005,guq.27.nea,NA,NA,F,SSB,1147,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2006,guq.27.nea,NA,NA,F,SSB,858,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2003,guq.27.nea,NA,NA,F,SSB,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1997,gur.27.3-8,NA,0.79,F,B_index,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1998,gur.27.3-8,NA,0.724,F,B_index,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
1999,gur.27.3-8,NA,0.751,F,B_index,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
2020,gur.27.3-8,NA,1.19,F,B_index,3142,NA,NA,2023,NA,NA,NA,NA,NA,NA,Widely,NA
